,법정동코드,평당가(만원)
297,11560130,3.646875
298,11560132,3.027071742313323
299,11560133,3.7512367491166074
300,11590101,3.854476190476191
301,11590102,3.9265909090909092
302,11590103,4.400877192982456
303,11590104,3.567407407407407
304,11590105,4.804363636363637
305,11590106,4.55
306,11590107,4.296714082503557
307,11590108,4.182317073170732
308,11590109,3.93936974789916
309,11620101,4.179704918032787
310,11620102,3.944275503573749
311,11620103,4.596732673267327
312,11650101,4.905974955277281
313,11650102,4.82609819121447
314,11650103,1.841285140562249
315,11650106,5.974868421052631
316,11650107,5.549855769230769
317,11650108,6.5496561604584524
318,11650109,1.8788235294117646
319,11650110,4.835
320,11650111,2.7956250000000002
321,11680101,6.070669456066946
322,11680103,5.942763157894737
323,11680104,6.2181428571428565
324,11680105,6.350147783251231
325,11680106,5.8751612903225805
326,11680107,5.734383561643836
327,11680108,6.225922077922078
328,11680111,2.9788135593220337
329,11680112,2.548556701030928
330,11680113,3.340384615384615
331,11680114,5.411724137931034
332,11680115,7.635175438596491
333,11680118,5.5909523809523805
334,11710101,4.546390804597701
335,11710102,8.77032258064516
336,11710103,3.8078199052132704
337,11710104,4.530623306233062
338,11710105,4.527205882352941
339,11710106,4.369981884057971
340,11710107,4.530089820359281
341,11710108,5.236793103448276
342,11710109,1.4892112676056337
343,11710111,4.666481994459834
344,11710112,2.4342475728155337
345,11710113,2.1408134920634923
346,11710114,2.5646103896103893
347,11740101,3.931395348837209
348,11740102,3.2927848101265824
349,11740103,2.1008837209302325
350,11740105,4.079609120521173
351,11740106,3.589649122807018
352,11740107,3.497032085561498
353,11740108,4.083800738007381
354,11740109,3.490078125
355,11740110,1.5427391304347826
